Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,47,3
2,Jacques Villeneuve,Williams,43,4
3,Jean Alesi,Benetton,21,0
4,Heinz-Harald Frentzen,Williams,19,1
5,Eddie Irvine,Ferrari,18,0
6,Olivier Panis,Prost,15,0
7,David Coulthard,McLaren,14,1
8,Gerhard Berger,Benetton,10,0
9,Mika Häkkinen,McLaren,10,0
10,Giancarlo Fisichella,Jordan,8,0
11,Ralf Schumacher,Jordan,7,0
12,Johnny Herbert,Sauber,7,0
13,Rubens Barrichello,Stewart,6,0
14,Alexander Wurz,Benetton,4,0
15,Mika Salo,Tyrrell,2,0
16,Shinji Nakano,Prost,1,0
17,Nicola Larini,Sauber,1,0
18,Damon Hill,Arrows,1,0
19,Jan Magnussen,Stewart,0,0
20,Jarno Trulli,Minardi,0,0
21,Jos Verstappen,Tyrrell,0,0
22,Pedro Diniz,Arrows,0,0
23,Norberto Fontana,Sauber,0,0
24,Ukyo Katayama,Minardi,0,0
25,Gianni Morbidelli,Sauber,0,0
26,Tarso Marques,Minardi,0,0
