position,number,driver,constructor,Q1,Q2,Q3
1,5,Damon Hill,Williams,1:21.952,,
2,1,Michael Schumacher,Benetton,1:22.742,,
3,6,David Coulthard,Williams,1:23.109,,
4,28,Gerhard Berger,Ferrari,1:23.220,,
5,27,Jean Alesi,Ferrari,1:23.754,,
6,8,Mika Häkkinen,McLaren,1:23.857,,
7,2,Johnny Herbert,Benetton,1:23.885,,
8,26,Martin Brundle,Ligier,1:24.447,,
9,15,Eddie Irvine,Jordan,1:24.857,,
10,7,Mark Blundell,McLaren,1:24.933,,
11,14,Rubens Barrichello,Jordan,1:25.081,,
12,26,Olivier Panis,Ligier,1:25.125,,
13,9,Gianni Morbidelli,Footwork,1:25.447,,
14,30,Heinz-Harald Frentzen,Sauber,1:25.661,,
15,3,Ukyo Katayama,Tyrrell,1:25.808,,
16,24,Luca Badoer,Minardi,1:25.969,,
17,4,Mika Salo,Tyrrell,1:26.473,,
18,23,Pierluigi Martini,Minardi,1:26.913,,
19,29,Jean-Christophe Boullion,Sauber,1:27.145,,
20,11,Domenico Schiattarella,Simtek,1:28.337,,
21,16,Bertrand Gachot,Pacific,1:29.039,,
22,21,Pedro Diniz,Forti,1:29.244,,
23,12,Jos Verstappen,Simtek,1:29.391,,
24,22,Roberto Moreno,Forti,1:29.608,,
25,17,Andrea Montermini,Pacific,1:30.149,,
26,10,Taki Inoue,Footwork,1:31.542,,
