Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Benetton,34,3
2,Damon Hill,Williams,29,2
3,Gerhard Berger,Ferrari,17,0
4,Jean Alesi,Ferrari,14,0
5,Johnny Herbert,Benetton,12,0
6,David Coulthard,Williams,9,0
7,Mika Häkkinen,McLaren,5,0
8,Heinz-Harald Frentzen,Sauber,4,0
9,Mark Blundell,McLaren,3,0
10,Eddie Irvine,Jordan,2,0
11,Olivier Panis,Ligier,1,0
12,Mika Salo,Tyrrell,0,0
13,Pierluigi Martini,Minardi,0,0
14,Rubens Barrichello,Jordan,0,0
15,Aguri Suzuki,Ligier,0,0
16,Jean-Christophe Boullion,Sauber,0,0
17,Ukyo Katayama,Tyrrell,0,0
18,Gianni Morbidelli,Footwork,0,0
19,Domenico Schiattarella,Simtek,0,0
20,Martin Brundle,Ligier,0,0
21,Andrea Montermini,Pacific,0,0
22,Pedro Diniz,Forti,0,0
23,Nigel Mansell,McLaren,0,0
24,Jos Verstappen,Simtek,0,0
25,Karl Wendlinger,Sauber,0,0
26,Luca Badoer,Minardi,0,0
