position,number,driver,constructor,laps,grid,status,points
1,77,Valtteri Bottas,Mercedes,52,3,Finished,25
2,5,Sebastian Vettel,Ferrari,52,1,Finished,18
3,44,Lewis Hamilton,Mercedes,52,4,Finished,16
4,23,Alexander Albon,Red Bull,52,6,Finished,12
5,55,Carlos Sainz,McLaren,52,7,Finished,10
6,16,Charles Leclerc,Ferrari,51,2,+1 Lap,8
7,10,Pierre Gasly,Toro Rosso,51,9,+1 Lap,6
8,11,Sergio Pérez,Racing Point,51,17,+1 Lap,4
9,18,Lance Stroll,Racing Point,51,12,+1 Lap,2
10,26,Daniil Kvyat,Toro Rosso,51,14,+1 Lap,1
11,4,Lando Norris,McLaren,51,8,+1 Lap,0
12,7,Kimi Räikkönen,Alfa Romeo,51,13,+1 Lap,0
13,8,Romain Grosjean,Haas F1 Team,51,10,+1 Lap,0
14,99,Antonio Giovinazzi,Alfa Romeo,51,11,+1 Lap,0
15,20,Kevin Magnussen,Haas F1 Team,51,19,+1 Lap,0
16,63,George Russell,Williams,50,18,+2 Laps,0
17,88,Robert Kubica,Williams,50,0,+2 Laps,0
18,33,Max Verstappen,Red Bull,14,5,Brakes,0
19,3,Daniel Ricciardo,Renault,51,16,Disqualified,0
20,27,Nico Hülkenberg,Renault,51,15,Disqualified,0
