Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Alfa Romeo,26,3
2,Luigi Fagioli,Alfa Romeo,24,0
3,Nino Farina,Alfa Romeo,22,2
4,Louis Rosier,Talbot-Lago,10,0
5,Johnnie Parsons,Kurtis Kraft,9,1
6,Alberto Ascari,Ferrari,8,0
7,Bill Holland,Deidt,6,0
8,Prince Bira,Maserati,5,0
9,Louis Chiron,Maserati,4,0
10,Reg Parnell,Alfa Romeo,4,0
11,Peter Whitehead,Ferrari,4,0
12,Mauri Rose,Deidt,4,0
13,Yves Cabantous,Talbot-Lago,3,0
14,Raymond Sommer,Ferrari,3,0
15,Robert Manzon,Simca,3,0
16,Cecil Green,Kurtis Kraft,3,0
17,Felice Bonetto,Maserati,2,0
18,Philippe Étancelin,Talbot-Lago,1,0
19,Eugène Chaboud,Talbot-Lago,1,0
20,Tony Bettenhausen,Deidt,1,0
21,Joie Chitwood,Kurtis Kraft,1,0
22,Bob Gerard,ERA,0,0
23,Luigi Villoresi,Ferrari,0,0
24,Toulo de Graffenried,Maserati,0,0
25,Charles Pozzi,Talbot-Lago,0,0
26,Lee Wallard,Moore,0,0
27,Johnny Claes,Talbot-Lago,0,0
28,Pierre Levegh,Talbot-Lago,0,0
29,Cuth Harrison,ERA,0,0
30,Walt Faulkner,Kurtis Kraft,0,0
