position,number,driver,constructor,Q1,Q2,Q3
1,1,Michael Schumacher,Benetton,1:38.023,,
2,27,Jean Alesi,Ferrari,1:38.888,,
3,8,Mika Häkkinen,McLaren,1:38.954,,
4,5,Damon Hill,Williams,1:39.032,,
5,28,Gerhard Berger,Ferrari,1:39.040,,
6,6,David Coulthard,Williams,1:39.155,,
7,15,Eddie Irvine,Jordan,1:39.621,,
8,30,Heinz-Harald Frentzen,Sauber,1:40.010,,
9,2,Johnny Herbert,Benetton,1:40.349,,
10,14,Rubens Barrichello,Jordan,1:40.381,,
11,26,Olivier Panis,Ligier,1:40.838,,
12,4,Mika Salo,Tyrrell,1:41.355,,
13,25,Aguri Suzuki,Ligier,1:41.592,,
14,3,Ukyo Katayama,Tyrrell,1:41.977,,
15,9,Gianni Morbidelli,Footwork,1:42.059,,
16,29,Karl Wendlinger,Sauber,1:42.912,,
17,23,Pedro Lamy,Minardi,1:43.102,,
18,24,Luca Badoer,Minardi,1:43.542,,
19,10,Taki Inoue,Footwork,1:44.074,,
20,17,Andrea Montermini,Pacific,1:46.097,,
21,21,Pedro Diniz,Forti,1:46.654,,
22,22,Roberto Moreno,Forti,1:48.267,,
23,16,Bertrand Gachot,Pacific,1:48.289,,
24,7,Mark Blundell,McLaren,16:42.640,,
