lap,position,driver,time
1,1,fisichella,1:23.872
1,2,alonso,1:24.578
1,3,button,1:25.329
1,4,montoya,1:26.320
1,5,raikkonen,1:26.924
1,6,michael_schumacher,1:27.739
1,7,trulli,1:29.657
1,8,sato,1:30.366
1,9,massa,1:31.091
1,10,heidfeld,1:31.754
1,11,coulthard,1:32.251
1,12,ralf_schumacher,1:32.501
1,13,villeneuve,1:33.354
1,14,webber,1:33.672
1,15,klien,1:34.282
1,16,albers,1:35.185
1,17,friesacher,1:37.414
1,18,karthikeyan,1:37.864
1,19,barrichello,1:38.492
1,20,monteiro,1:38.995
2,1,fisichella,1:17.249
2,2,alonso,1:17.703
2,3,button,1:18.000
2,4,montoya,1:18.136
2,5,raikkonen,1:18.240
2,6,michael_schumacher,1:18.002
2,7,trulli,1:18.206
2,8,sato,1:18.522
2,9,massa,1:18.681
2,10,heidfeld,1:19.628
2,11,ralf_schumacher,1:20.052
2,12,coulthard,1:21.101
2,13,webber,1:20.600
2,14,klien,1:20.843
2,15,albers,1:21.104
2,16,karthikeyan,1:20.985
2,17,barrichello,1:20.871
2,18,friesacher,1:23.608
2,19,monteiro,1:22.488
2,20,villeneuve,1:57.208
3,1,fisichella,1:16.323
3,2,alonso,1:16.489
3,3,button,1:17.202
3,4,montoya,1:17.621
3,5,raikkonen,1:17.663
3,6,michael_schumacher,1:17.815
3,7,trulli,1:17.562
3,8,sato,1:18.199
3,9,massa,1:18.719
3,10,heidfeld,1:18.225
3,11,ralf_schumacher,1:17.621
3,12,coulthard,1:18.548
3,13,webber,1:18.409
3,14,klien,1:18.233
3,15,albers,1:19.585
3,16,karthikeyan,1:19.180
3,17,barrichello,1:19.701
3,18,friesacher,1:21.155
3,19,monteiro,1:21.146
3,20,villeneuve,1:20.217
4,1,fisichella,1:16.254
4,2,alonso,1:16.045
4,3,button,1:16.701
4,4,montoya,1:16.835
4,5,raikkonen,1:17.211
4,6,michael_schumacher,1:17.184
4,7,trulli,1:17.005
4,8,sato,1:17.750
4,9,massa,1:17.324
4,10,heidfeld,1:17.776
4,11,ralf_schumacher,1:17.804
4,12,coulthard,1:18.981
4,13,webber,1:18.677
4,14,klien,1:18.607
4,15,albers,1:20.112
4,16,karthikeyan,1:19.200
4,17,barrichello,1:19.078
4,18,friesacher,1:21.130
4,19,monteiro,1:21.117
4,20,villeneuve,1:17.516
5,1,fisichella,1:16.068
5,2,alonso,1:15.984
5,3,button,1:16.726
5,4,montoya,1:16.661
5,5,raikkonen,1:16.623
5,6,michael_schumacher,1:17.314
5,7,trulli,1:17.317
5,8,sato,1:17.795
5,9,massa,1:17.845
5,10,heidfeld,1:17.936
5,11,ralf_schumacher,1:17.573
5,12,coulthard,1:18.409
5,13,webber,1:18.412
5,14,klien,1:18.574
5,15,albers,1:19.869
5,16,barrichello,1:18.938
5,17,karthikeyan,1:21.086
5,18,monteiro,1:21.406
5,19,friesacher,1:22.528
5,20,villeneuve,1:17.930
6,1,fisichella,1:16.002
6,2,alonso,1:15.935
6,3,button,1:16.494
6,4,montoya,1:16.604
6,5,raikkonen,1:16.893
6,6,michael_schumacher,1:16.780
6,7,trulli,1:16.884
6,8,sato,1:17.153
6,9,massa,1:17.523
6,10,heidfeld,1:17.835
6,11,ralf_schumacher,1:17.945
6,12,coulthard,1:17.992
6,13,webber,1:18.141
6,14,klien,1:18.122
6,15,albers,1:19.277
6,16,barrichello,1:18.627
6,17,karthikeyan,1:20.600
6,18,monteiro,1:19.727
6,19,friesacher,1:21.331
6,20,villeneuve,1:17.349
7,1,fisichella,1:15.455
7,2,alonso,1:15.875
7,3,button,1:16.546
7,4,montoya,1:16.242
7,5,raikkonen,1:16.971
7,6,michael_schumacher,1:17.148
7,7,trulli,1:17.251
7,8,sato,1:17.305
7,9,massa,1:17.626
7,10,heidfeld,1:17.289
7,11,ralf_schumacher,1:17.769
7,12,coulthard,1:18.222
7,13,webber,1:18.081
7,14,klien,1:18.242
7,15,albers,1:19.806
7,16,barrichello,1:19.909
7,17,karthikeyan,1:19.657
7,18,monteiro,1:19.398
7,19,friesacher,1:21.014
