position,number,driver,constructor,Q1,Q2,Q3
1,3,Jenson Button,BAR,1:15.217,,
2,1,Michael Schumacher,Ferrari,1:15.475,,
3,5,Fernando Alonso,Renault,1:15.561,,
4,6,Giancarlo Fisichella,Renault,1:15.577,,
5,10,Juan Pablo Montoya,McLaren,1:15.669,,
6,4,Takuma Sato,BAR,1:15.729,,
7,9,Kimi Räikkönen,McLaren,1:15.923,,
8,11,Jacques Villeneuve,Sauber,1:16.116,,
9,16,Jarno Trulli,Toyota,1:16.201,,
10,17,Ralf Schumacher,Toyota,1:16.362,,
11,12,Felipe Massa,Sauber,1:16.661,,
12,14,David Coulthard,Red Bull,1:16.890,,
13,8,Nick Heidfeld,Williams,1:17.081,,
14,7,Mark Webber,Williams,1:17.749,,
15,21,Christijan Albers,Minardi,1:18.214,,
16,15,Christian Klien,Red Bull,1:18.249,,
17,19,Narain Karthikeyan,Jordan,1:18.664,,
18,18,Tiago Monteiro,Jordan,1:19.034,,
19,20,Patrick Friesacher,Minardi,1:19.574,,
20,2,Rubens Barrichello,Ferrari,,,
