Position,Driver,Constructor,Points,Wins
1,Max Verstappen,Red Bull,255,8
2,Sergio Pérez,Red Bull,156,2
3,Fernando Alonso,Aston Martin,137,0
4,Lewis Hamilton,Mercedes,121,0
5,Carlos Sainz,Ferrari,83,0
6,George Russell,Mercedes,82,0
7,Charles Leclerc,Ferrari,74,0
8,Lance Stroll,Aston Martin,44,0
9,Lando Norris,McLaren,42,0
10,Esteban Ocon,Alpine F1 Team,31,0
11,Oscar Piastri,McLaren,17,0
12,Pierre Gasly,Alpine F1 Team,16,0
13,Alexander Albon,Williams,11,0
14,Nico Hülkenberg,Haas F1 Team,9,0
15,Valtteri Bottas,Alfa Romeo,5,0
16,Guanyu Zhou,Alfa Romeo,4,0
17,Yuki Tsunoda,AlphaTauri,2,0
18,Kevin Magnussen,Haas F1 Team,2,0
19,Logan Sargeant,Williams,0,0
20,Nyck de Vries,AlphaTauri,0,0
