position,number,driver,constructor,Q1,Q2,Q3
1,5,Sebastian Vettel,Red Bull,1:30.841,1:30.480,1:29.615
2,6,Mark Webber,Red Bull,1:30.858,1:30.114,1:29.758
3,8,Fernando Alonso,Ferrari,1:30.997,1:30.700,1:30.426
4,2,Lewis Hamilton,McLaren,1:31.297,1:31.118,1:30.556
5,4,Nico Rosberg,Mercedes,1:31.626,1:31.085,1:30.625
6,11,Robert Kubica,Renault,1:31.680,1:31.344,1:31.040
7,7,Felipe Massa,Ferrari,1:31.313,1:31.010,1:31.172
8,9,Rubens Barrichello,Williams,1:31.424,1:31.126,1:31.175
9,22,Pedro de la Rosa,Sauber,1:31.533,1:31.327,1:31.274
10,3,Michael Schumacher,Mercedes,1:32.058,1:31.022,1:31.430
11,14,Adrian Sutil,Force India,1:31.109,1:31.399,
12,23,Kamui Kobayashi,Sauber,1:31.851,1:31.421,
13,10,Nico Hülkenberg,Williams,1:32.144,1:31.635,
14,1,Jenson Button,McLaren,1:31.435,1:31.699,
15,15,Vitantonio Liuzzi,Force India,1:32.226,1:31.708,
16,12,Vitaly Petrov,Renault,1:31.638,1:31.796,
17,16,Sébastien Buemi,Toro Rosso,1:31.901,1:32.012,
18,17,Jaime Alguersuari,Toro Rosso,1:32.430,,
19,19,Heikki Kovalainen,Lotus,1:34.405,,
20,24,Timo Glock,Virgin,1:34.775,,
21,18,Jarno Trulli,Lotus,1:34.864,,
22,25,Lucas di Grassi,Virgin,1:35.212,,
23,20,Karun Chandhok,HRT,1:36.576,,
24,21,Sakon Yamamoto,HRT,1:36.968,,
