Position,Driver,Constructor,Points,Wins
1,Mika Häkkinen,McLaren,36,3
2,David Coulthard,McLaren,29,1
3,Michael Schumacher,Ferrari,24,1
4,Eddie Irvine,Ferrari,11,0
5,Alexander Wurz,Benetton,9,0
6,Heinz-Harald Frentzen,Williams,8,0
7,Jacques Villeneuve,Williams,6,0
8,Jean Alesi,Sauber,3,0
9,Rubens Barrichello,Stewart,2,0
10,Johnny Herbert,Sauber,1,0
11,Giancarlo Fisichella,Benetton,1,0
12,Ralf Schumacher,Jordan,0,0
13,Damon Hill,Jordan,0,0
14,Esteban Tuero,Minardi,0,0
15,Olivier Panis,Prost,0,0
16,Jarno Trulli,Prost,0,0
17,Mika Salo,Arrows,0,0
18,Jan Magnussen,Stewart,0,0
19,Toranosuke Takagi,Tyrrell,0,0
20,Shinji Nakano,Minardi,0,0
21,Ricardo Rosset,Tyrrell,0,0
