position,number,driver,constructor,Q1,Q2,Q3
1,3,Kimi Räikkönen,McLaren,1:21.994,1:21.349,1:21.484
2,5,Michael Schumacher,Ferrari,1:21.711,1:21.353,1:21.486
3,16,Nick Heidfeld,BMW Sauber,1:21.764,1:21.425,1:21.653
4,6,Felipe Massa,Ferrari,1:22.028,1:21.225,1:21.704
5,12,Jenson Button,Honda,1:22.512,1:21.572,1:22.011
6,17,Robert Kubica,BMW Sauber,1:22.437,1:21.270,1:22.258
7,4,Pedro de la Rosa,McLaren,1:22.422,1:21.878,1:22.280
8,11,Rubens Barrichello,Honda,1:22.640,1:21.688,1:22.787
9,2,Giancarlo Fisichella,Renault,1:22.486,1:21.722,1:23.175
10,1,Fernando Alonso,Renault,1:21.747,1:21.526,1:25.688
11,8,Jarno Trulli,Toyota,1:22.093,1:21.924,
12,10,Nico Rosberg,Williams,1:22.581,1:22.203,
13,7,Ralf Schumacher,Toyota,1:22.622,1:22.280,
14,14,David Coulthard,Red Bull,1:22.618,1:22.589,
15,21,Scott Speed,Toro Rosso,1:22.943,1:23.165,
16,15,Christian Klien,Red Bull,1:22.898,,
17,20,Vitantonio Liuzzi,Toro Rosso,1:23.043,,
18,19,Christijan Albers,Spyker MF1,1:23.116,,
19,9,Mark Webber,Williams,1:23.341,,
20,18,Tiago Monteiro,Spyker MF1,1:23.920,,
21,22,Takuma Sato,Super Aguri,1:24.289,,
22,23,Sakon Yamamoto,Super Aguri,1:26.001,,
