position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:40.478,1:38.516,1:38.481
2,3,Lewis Hamilton,McLaren,1:39.782,1:38.434,1:38.622
3,4,Jenson Button,McLaren,1:40.227,1:39.097,1:38.631
4,2,Mark Webber,Red Bull,1:40.167,1:38.821,1:38.858
5,5,Fernando Alonso,Ferrari,1:41.380,1:39.058,1:39.058
6,6,Felipe Massa,Ferrari,1:41.592,1:39.623,1:39.695
7,8,Nico Rosberg,Mercedes,1:41.120,1:39.420,1:39.773
8,7,Michael Schumacher,Mercedes,1:42.605,1:40.554,1:40.662
9,14,Adrian Sutil,Force India,1:40.595,1:40.205,1:40.768
10,15,Paul di Resta,Force India,1:41.064,1:40.414,
11,17,Sergio Pérez,Sauber,1:41.311,1:40.874,
12,10,Vitaly Petrov,Renault,1:40.955,1:40.919,
13,18,Sébastien Buemi,Toro Rosso,1:41.737,1:41.009,
14,9,Bruno Senna,Renault,1:41.391,1:41.079,
15,19,Jaime Alguersuari,Toro Rosso,1:41.386,1:41.162,
16,16,Kamui Kobayashi,Sauber,1:41.613,1:41.240,
17,12,Pastor Maldonado,Williams,1:42.258,1:41.760,
18,20,Heikki Kovalainen,Lotus,1:42.979,,
19,21,Jarno Trulli,Lotus,1:43.884,,
20,24,Timo Glock,Virgin,1:44.515,,
21,22,Daniel Ricciardo,HRT,1:44.641,,
22,25,Jérôme d'Ambrosio,Virgin,1:44.699,,
23,23,Vitantonio Liuzzi,HRT,1:45.159,,
