position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:24.002,1:22.914,1:22.275
2,3,Lewis Hamilton,McLaren,1:23.976,1:23.172,1:22.725
3,4,Jenson Button,McLaren,1:24.013,1:23.031,1:22.777
4,5,Fernando Alonso,Ferrari,1:24.134,1:23.342,1:22.841
5,2,Mark Webber,Red Bull,1:24.148,1:23.387,1:22.972
6,6,Felipe Massa,Ferrari,1:24.523,1:23.681,1:23.188
7,10,Vitaly Petrov,Renault,1:24.486,1:23.741,1:23.530
8,7,Michael Schumacher,Mercedes,1:25.108,1:23.671,1:23.777
9,8,Nico Rosberg,Mercedes,1:24.550,1:23.335,1:24.477
10,9,Bruno Senna,Renault,1:24.914,1:24.157,
11,15,Paul di Resta,Force India,1:24.574,1:24.163,
12,14,Adrian Sutil,Force India,1:24.595,1:24.209,
13,11,Rubens Barrichello,Williams,1:24.975,1:24.648,
14,12,Pastor Maldonado,Williams,1:24.798,1:24.726,
15,17,Sergio Pérez,Sauber,1:25.113,1:24.845,
16,18,Sébastien Buemi,Toro Rosso,1:25.164,1:24.932,
17,16,Kamui Kobayashi,Sauber,1:24.879,1:25.065,
18,19,Jaime Alguersuari,Toro Rosso,1:25.334,,
19,21,Jarno Trulli,Lotus,1:26.647,,
20,20,Heikki Kovalainen,Lotus,1:27.184,,
21,24,Timo Glock,Virgin,1:27.591,,
22,25,Jérôme d'Ambrosio,Virgin,1:27.609,,
23,22,Daniel Ricciardo,HRT,1:28.054,,
24,23,Vitantonio Liuzzi,HRT,1:28.231,,
