position,number,driver,constructor,Q1,Q2,Q3
1,22,Lewis Hamilton,McLaren,1:18.071,1:17.462,1:18.404
2,1,Kimi Räikkönen,Ferrari,1:18.160,1:17.733,1:18.644
3,23,Heikki Kovalainen,McLaren,1:18.220,1:17.360,1:18.821
4,5,Fernando Alonso,Renault,1:18.290,1:17.871,1:18.852
5,2,Felipe Massa,Ferrari,1:18.110,1:17.287,1:18.874
6,4,Robert Kubica,BMW Sauber,1:18.684,1:17.931,1:18.979
7,11,Jarno Trulli,Toyota,1:18.501,1:17.541,1:19.026
8,12,Timo Glock,Toyota,1:17.945,1:17.670,1:19.118
9,15,Sebastian Vettel,Toro Rosso,1:18.559,1:17.714,1:19.638
10,14,Sébastien Bourdais,Toro Rosso,1:18.593,1:18.102,1:20.167
11,9,David Coulthard,Red Bull,1:18.303,1:18.187,
12,6,Nelson Piquet Jr.,Renault,1:18.300,1:18.274,
13,10,Mark Webber,Red Bull,1:18.372,1:18.354,
14,8,Kazuki Nakajima,Williams,1:18.640,1:18.594,
15,7,Nico Rosberg,Williams,1:18.740,1:18.672,
16,3,Nick Heidfeld,BMW Sauber,1:18.835,,
17,17,Rubens Barrichello,Honda,1:18.882,,
18,16,Jenson Button,Honda,1:19.100,,
19,20,Adrian Sutil,Force India,1:19.163,,
20,21,Giancarlo Fisichella,Force India,1:19.910,,
