Position,Driver,Constructor,Points,Wins
1,Mika Häkkinen,McLaren,44,3
2,Eddie Irvine,Ferrari,42,2
3,Michael Schumacher,Ferrari,32,2
4,Heinz-Harald Frentzen,Jordan,29,1
5,David Coulthard,McLaren,28,1
6,Ralf Schumacher,Williams,19,0
7,Giancarlo Fisichella,Benetton,13,0
8,Rubens Barrichello,Stewart,10,0
9,Damon Hill,Jordan,5,0
10,Alexander Wurz,Benetton,3,0
11,Pedro Diniz,Sauber,3,0
12,Johnny Herbert,Stewart,2,0
13,Jarno Trulli,Prost,1,0
14,Olivier Panis,Prost,1,0
15,Pedro de la Rosa,Arrows,1,0
16,Jean Alesi,Sauber,1,0
17,Mika Salo,BAR,0,0
18,Toranosuke Takagi,Arrows,0,0
19,Marc Gené,Minardi,0,0
20,Luca Badoer,Minardi,0,0
21,Alessandro Zanardi,Williams,0,0
22,Ricardo Zonta,BAR,0,0
