position,number,driver,constructor,laps,grid,status,points
1,4,Eddie Irvine,Ferrari,71,3,Finished,10
2,2,David Coulthard,McLaren,71,2,Finished,6
3,1,Mika Häkkinen,McLaren,71,1,Finished,4
4,8,Heinz-Harald Frentzen,Jordan,71,4,Finished,3
5,10,Alexander Wurz,Benetton,71,10,Finished,2
6,12,Pedro Diniz,Sauber,71,16,Finished,1
7,19,Jarno Trulli,Prost,70,13,+1 Lap,0
8,7,Damon Hill,Jordan,70,11,+1 Lap,0
9,3,Mika Salo,Ferrari,70,7,+1 Lap,0
10,18,Olivier Panis,Prost,70,18,+1 Lap,0
11,21,Marc Gené,Minardi,70,22,+1 Lap,0
12,9,Giancarlo Fisichella,Benetton,68,12,Engine,0
13,20,Luca Badoer,Minardi,68,19,+3 Laps,0
14,17,Johnny Herbert,Stewart,67,6,+4 Laps,0
15,23,Ricardo Zonta,BAR,63,15,Clutch,0
16,16,Rubens Barrichello,Stewart,55,5,Engine,0
17,11,Jean Alesi,Sauber,49,17,Out of fuel,0
18,14,Pedro de la Rosa,Arrows,38,21,Spun off,0
19,5,Alessandro Zanardi,Williams,35,14,Out of fuel,0
20,22,Jacques Villeneuve,BAR,34,9,Halfshaft,0
21,15,Toranosuke Takagi,Arrows,25,20,Engine,0
22,6,Ralf Schumacher,Williams,8,8,Spun off,0
