Position,Driver,Constructor,Points,Wins
1,Niki Lauda,Ferrari,61,5
2,James Hunt,McLaren,38,3
3,Jody Scheckter,Tyrrell,36,1
4,Patrick Depailler,Tyrrell,26,0
5,John Watson,Penske,19,1
6,Clay Regazzoni,Ferrari,16,1
7,Jacques Laffite,Ligier,16,0
8,Jochen Mass,McLaren,14,0
9,Gunnar Nilsson,Team Lotus,10,0
10,Tom Pryce,Shadow,7,0
11,Carlos Pace,Brabham-Alfa Romeo,7,0
12,Hans-Joachim Stuck,March,6,0
13,Mario Andretti,Team Lotus,5,0
14,Alan Jones,Surtees,4,0
15,Carlos Reutemann,Brabham-Alfa Romeo,3,0
16,Emerson Fittipaldi,Fittipaldi,3,0
17,Chris Amon,Ensign,2,0
18,Ronnie Peterson,Team Lotus,1,0
19,Rolf Stommelen,Brabham-Alfa Romeo,1,0
20,Jean-Pierre Jarier,Shadow,0,0
21,Jacky Ickx,Wolf,0,0
22,Harald Ertl,Hesketh,0,0
23,Vittorio Brambilla,March,0,0
24,Larry Perkins,Boro,0,0
25,Arturo Merzario,March,0,0
26,Henri Pescarolo,Surtees,0,0
27,Renzo Zorzi,Williams,0,0
28,Michel Leclère,Wolf,0,0
29,Brett Lunger,Surtees,0,0
30,Bob Evans,Team Lotus,0,0
