position,number,driver,constructor,laps,grid,status,points
1,3,Jenson Button,McLaren,71,2,Finished,25
2,5,Fernando Alonso,Ferrari,71,7,Finished,18
3,6,Felipe Massa,Ferrari,71,5,Finished,15
4,2,Mark Webber,Red Bull,71,3,Finished,12
5,12,Nico Hülkenberg,Force India,71,6,Finished,10
6,1,Sebastian Vettel,Red Bull,71,4,Finished,8
7,7,Michael Schumacher,Mercedes,71,13,Finished,6
8,17,Jean-Éric Vergne,Toro Rosso,71,17,Finished,4
9,14,Kamui Kobayashi,Sauber,71,14,Finished,2
10,9,Kimi Räikkönen,Lotus F1,70,8,+1 Lap,1
11,21,Vitaly Petrov,Caterham,70,19,+1 Lap,0
12,25,Charles Pic,Marussia,70,22,+1 Lap,0
13,16,Daniel Ricciardo,Toro Rosso,70,15,+1 Lap,0
14,20,Heikki Kovalainen,Caterham,70,20,+1 Lap,0
15,8,Nico Rosberg,Mercedes,70,9,+1 Lap,0
16,24,Timo Glock,Marussia,70,21,+1 Lap,0
17,22,Pedro de la Rosa,HRT,69,24,+2 Laps,0
18,23,Narain Karthikeyan,HRT,69,23,+2 Laps,0
19,11,Paul di Resta,Force India,68,10,Accident,0
20,4,Lewis Hamilton,McLaren,54,1,Collision,0
21,10,Romain Grosjean,Lotus F1,5,18,Accident,0
22,18,Pastor Maldonado,Williams,1,16,Collision,0
23,19,Bruno Senna,Williams,0,11,Collision,0
24,15,Sergio Pérez,Sauber,0,12,Collision,0
