position,number,driver,constructor,Q1,Q2,Q3
1,4,Lewis Hamilton,McLaren,1:15.075,1:13.398,1:12.458
2,3,Jenson Button,McLaren,1:15.456,1:13.515,1:12.513
3,2,Mark Webber,Red Bull,1:16.180,1:13.667,1:12.581
4,1,Sebastian Vettel,Red Bull,1:15.644,1:13.209,1:12.760
5,6,Felipe Massa,Ferrari,1:16.263,1:14.048,1:12.987
6,18,Pastor Maldonado,Williams,1:16.266,1:13.698,1:13.174
7,12,Nico Hülkenberg,Force India,1:15.536,1:13.704,1:13.206
8,5,Fernando Alonso,Ferrari,1:16.097,1:13.856,1:13.253
9,9,Kimi Räikkönen,Lotus F1,1:16.432,1:13.698,1:13.298
10,8,Nico Rosberg,Mercedes,1:15.929,1:13.848,1:13.489
11,11,Paul di Resta,Force India,1:15.901,1:14.121,
12,19,Bruno Senna,Williams,1:15.333,1:14.219,
13,15,Sergio Pérez,Sauber,1:15.974,1:14.234,
14,7,Michael Schumacher,Mercedes,1:16.005,1:14.334,
15,14,Kamui Kobayashi,Sauber,1:16.400,1:14.380,
16,16,Daniel Ricciardo,Toro Rosso,1:16.744,1:14.574,
17,17,Jean-Éric Vergne,Toro Rosso,1:16.722,1:14.619,
18,10,Romain Grosjean,Lotus F1,1:16.967,,
19,21,Vitaly Petrov,Caterham,1:17.073,,
20,20,Heikki Kovalainen,Caterham,1:17.086,,
21,24,Timo Glock,Marussia,1:17.508,,
22,25,Charles Pic,Marussia,1:18.104,,
23,23,Narain Karthikeyan,HRT,1:19.576,,
24,22,Pedro de la Rosa,HRT,1:19.699,,
