position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:15.485,1:14.839,1:14.363
2,44,Lewis Hamilton,Mercedes,1:15.243,1:14.748,1:14.470
3,3,Daniel Ricciardo,Red Bull,1:15.591,1:15.545,1:14.726
4,33,Max Verstappen,Red Bull,1:15.875,1:15.124,1:14.834
5,7,Kimi Räikkönen,Ferrari,1:15.752,1:15.242,1:15.142
6,5,Sebastian Vettel,Ferrari,1:15.927,1:15.630,1:15.315
7,27,Nico Hülkenberg,Force India,1:16.301,1:15.623,1:15.510
8,77,Valtteri Bottas,Williams,1:15.952,1:15.490,1:15.530
9,11,Sergio Pérez,Force India,1:16.169,1:15.500,1:15.537
10,19,Felipe Massa,Williams,1:16.503,1:15.699,1:15.615
11,21,Esteban Gutiérrez,Haas F1 Team,1:15.987,1:15.883,
12,22,Jenson Button,McLaren,1:16.172,1:15.909,
13,55,Carlos Sainz,Toro Rosso,1:16.317,1:15.989,
14,14,Fernando Alonso,McLaren,1:16.338,1:16.041,
15,8,Romain Grosjean,Haas F1 Team,1:16.328,1:16.086,
16,30,Jolyon Palmer,Renault,1:16.636,1:16.665,
17,20,Kevin Magnussen,Renault,1:16.716,,
18,94,Pascal Wehrlein,Manor Marussia,1:16.717,,
19,26,Daniil Kvyat,Toro Rosso,1:16.876,,
20,88,Rio Haryanto,Manor Marussia,1:16.977,,
21,12,Felipe Nasr,Sauber,1:17.123,,
22,9,Marcus Ericsson,Sauber,1:17.238,,
