position,number,driver,constructor,Q1,Q2,Q3
1,2,Lewis Hamilton,McLaren,1:12.563,1:12.065,1:12.331
2,1,Fernando Alonso,McLaren,1:12.416,1:11.926,1:12.500
3,5,Felipe Massa,Ferrari,1:12.731,1:12.180,1:12.703
4,6,Kimi Räikkönen,Ferrari,1:12.732,1:12.111,1:12.839
5,9,Nick Heidfeld,BMW Sauber,1:12.543,1:12.188,1:12.847
6,4,Heikki Kovalainen,Renault,1:12.998,1:12.599,1:13.308
7,10,Sebastian Vettel,BMW Sauber,1:12.711,1:12.644,1:13.513
8,12,Jarno Trulli,Toyota,1:13.186,1:12.828,1:13.789
9,15,Mark Webber,Red Bull,1:13.425,1:12.788,1:13.871
10,3,Giancarlo Fisichella,Renault,1:13.168,1:12.603,1:13.953
11,14,David Coulthard,Red Bull,1:13.424,1:12.873,
12,11,Ralf Schumacher,Toyota,1:12.851,1:12.920,
13,7,Jenson Button,Honda,1:13.306,1:12.998,
14,16,Nico Rosberg,Williams,1:13.128,1:13.060,
15,8,Rubens Barrichello,Honda,1:13.203,1:13.201,
16,23,Anthony Davidson,Super Aguri,1:13.164,1:13.259,
17,17,Alexander Wurz,Williams,1:13.441,,
18,22,Takuma Sato,Super Aguri,1:13.477,,
19,18,Vitantonio Liuzzi,Toro Rosso,1:13.484,,
20,19,Scott Speed,Toro Rosso,1:13.712,,
21,20,Adrian Sutil,Spyker,1:14.122,,
22,21,Christijan Albers,Spyker,1:14.597,,
