position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:39.269,1:41.517,1:49.834
2,5,Sebastian Vettel,Ferrari,1:39.814,1:39.632,1:49.908
3,6,Nico Rosberg,Mercedes,1:39.374,1:39.377,1:50.299
4,3,Daniel Ricciardo,Red Bull,1:40.504,1:41.085,1:51.541
5,26,Daniil Kvyat,Red Bull,1:40.546,1:41.665,1:51.951
6,33,Max Verstappen,Toro Rosso,1:40.793,1:41.430,1:51.981
7,19,Felipe Massa,Williams,1:40.543,1:41.230,1:52.473
8,8,Romain Grosjean,Lotus F1,1:40.303,1:41.209,1:52.981
9,77,Valtteri Bottas,Williams,1:40.249,1:40.650,1:53.179
10,9,Marcus Ericsson,Sauber,1:40.340,1:41.748,1:53.261
11,7,Kimi Räikkönen,Ferrari,1:40.415,1:42.173,
12,13,Pastor Maldonado,Lotus F1,1:40.361,1:42.198,
13,27,Nico Hülkenberg,Force India,1:40.830,1:43.023,
14,11,Sergio Pérez,Force India,1:41.036,1:43.469,
15,55,Carlos Sainz,Toro Rosso,1:39.814,1:43.701,
16,12,Felipe Nasr,Sauber,1:41.308,,
17,22,Jenson Button,McLaren,1:41.636,,
18,14,Fernando Alonso,McLaren,1:41.746,,
19,98,Roberto Merhi,Manor Marussia,1:46.677,,
