position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:37.899,1:37.245,1:49.674
2,4,Felipe Massa,Ferrari,1:37.712,1:36.874,1:50.587
3,3,Fernando Alonso,Ferrari,1:37.314,1:36.877,1:50.727
4,10,Lewis Hamilton,Mercedes,1:37.513,1:36.517,1:51.699
5,2,Mark Webber,Red Bull,1:37.619,1:36.449,1:52.244
6,9,Nico Rosberg,Mercedes,1:37.239,1:36.190,1:52.519
7,7,Kimi Räikkönen,Lotus F1,1:36.959,1:36.640,1:52.970
8,5,Jenson Button,McLaren,1:37.487,1:37.117,1:53.175
9,15,Adrian Sutil,Force India,1:36.809,1:36.834,1:53.439
10,6,Sergio Pérez,McLaren,1:37.702,1:37.342,1:54.136
11,8,Romain Grosjean,Lotus F1,1:37.363,1:37.636,
12,11,Nico Hülkenberg,Sauber,1:37.931,1:38.125,
13,19,Daniel Ricciardo,Toro Rosso,1:37.722,1:38.822,
14,12,Esteban Gutiérrez,Sauber,1:37.707,1:39.221,
15,14,Paul di Resta,Force India,1:37.493,1:44.509,
16,16,Pastor Maldonado,Williams,1:37.867,,
17,18,Jean-Éric Vergne,Toro Rosso,1:38.157,,
18,17,Valtteri Bottas,Williams,1:38.207,,
19,22,Jules Bianchi,Marussia,1:38.434,,
20,20,Charles Pic,Caterham,1:39.314,,
21,23,Max Chilton,Marussia,1:39.672,,
22,21,Giedo van der Garde,Caterham,1:39.932,,
