Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,40,1
2,Kimi Räikkönen,Lotus F1,31,1
3,Mark Webber,Red Bull,26,0
4,Lewis Hamilton,Mercedes,25,0
5,Felipe Massa,Ferrari,22,0
6,Fernando Alonso,Ferrari,18,0
7,Nico Rosberg,Mercedes,12,0
8,Romain Grosjean,Lotus F1,9,0
9,Adrian Sutil,Force India,6,0
10,Paul di Resta,Force India,4,0
11,Nico Hülkenberg,Sauber,4,0
12,Sergio Pérez,McLaren,2,0
13,Jenson Button,McLaren,2,0
14,Jean-Éric Vergne,Toro Rosso,1,0
15,Valtteri Bottas,Williams,0,0
16,Esteban Gutiérrez,Sauber,0,0
17,Jules Bianchi,Marussia,0,0
18,Charles Pic,Caterham,0,0
19,Giedo van der Garde,Caterham,0,0
20,Max Chilton,Marussia,0,0
21,Daniel Ricciardo,Toro Rosso,0,0
22,Pastor Maldonado,Williams,0,0
