position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:39.487,1:39.382,1:38.755
2,6,Nico Rosberg,Mercedes,1:40.511,1:39.490,1:39.058
3,3,Daniel Ricciardo,Red Bull,1:41.002,1:40.429,1:39.589
4,7,Kimi Räikkönen,Ferrari,1:40.338,1:39.629,1:39.604
5,5,Sebastian Vettel,Ferrari,1:40.341,1:40.034,1:39.661
6,33,Max Verstappen,Red Bull,1:40.424,1:39.903,1:39.818
7,27,Nico Hülkenberg,Force India,1:41.000,1:40.709,1:40.501
8,11,Sergio Pérez,Force India,1:40.864,1:40.743,1:40.519
9,14,Fernando Alonso,McLaren,1:41.616,1:41.044,1:41.106
10,19,Felipe Massa,Williams,1:41.157,1:40.858,1:41.213
11,77,Valtteri Bottas,Williams,1:41.192,1:41.084,
12,22,Jenson Button,McLaren,1:41.158,1:41.272,
13,21,Esteban Gutiérrez,Haas F1 Team,1:41.639,1:41.480,
14,8,Romain Grosjean,Haas F1 Team,1:41.467,1:41.564,
15,30,Jolyon Palmer,Renault,1:41.775,1:41.820,
16,94,Pascal Wehrlein,Manor Marussia,1:41.886,1:41.995,
17,26,Daniil Kvyat,Toro Rosso,1:42.003,,
18,20,Kevin Magnussen,Renault,1:42.142,,
19,12,Felipe Nasr,Sauber,1:42.247,,
20,31,Esteban Ocon,Manor Marussia,1:42.286,,
21,55,Carlos Sainz,Toro Rosso,1:42.393,,
22,9,Marcus Ericsson,Sauber,1:42.637,,
