position,number,driver,constructor,Q1,Q2,Q3
1,1,Michael Schumacher,Ferrari,1:09.150,,
2,6,Kimi Räikkönen,McLaren,1:09.189,,
3,3,Juan Pablo Montoya,Williams,1:09.391,,
4,9,Nick Heidfeld,Sauber,1:09.725,,
5,2,Rubens Barrichello,Ferrari,1:09.784,,
6,7,Jarno Trulli,Renault,1:09.890,,
7,17,Jenson Button,BAR,1:09.935,,
8,15,Antônio Pizzonia,Jaguar,1:10.045,,
9,11,Giancarlo Fisichella,Jordan,1:10.105,,
10,4,Ralf Schumacher,Williams,1:10.279,,
11,20,Olivier Panis,Toyota,1:10.402,,
12,16,Jacques Villeneuve,BAR,1:10.618,,
13,21,Cristiano da Matta,Toyota,1:10.834,,
14,5,David Coulthard,McLaren,1:10.893,,
15,10,Heinz-Harald Frentzen,Sauber,1:11.307,,
16,12,Ralph Firman,Jordan,1:11.505,,
17,14,Mark Webber,Jaguar,1:11.662,,
18,18,Justin Wilson,Minardi,1:14.508,,
19,8,Fernando Alonso,Renault,1:20.113,,
20,19,Jos Verstappen,Minardi,,,
