position,number,driver,constructor,laps,grid,status,points
1,3,Jody Scheckter,Tyrrell,72,1,Finished,9
2,4,Patrick Depailler,Tyrrell,72,4,Finished,6
3,1,Niki Lauda,Ferrari,72,5,Finished,4
4,26,Jacques Laffite,Ligier,72,7,Finished,3
5,11,James Hunt,McLaren,72,8,Finished,2
6,2,Clay Regazzoni,Ferrari,72,11,Finished,1
7,10,Ronnie Peterson,March,72,9,Finished,0
8,8,Carlos Pace,Brabham-Alfa Romeo,72,10,Finished,0
9,16,Tom Pryce,Shadow,71,12,+1 Lap,0
10,9,Vittorio Brambilla,March,71,15,+1 Lap,0
11,12,Jochen Mass,McLaren,71,13,+1 Lap,0
12,17,Jean-Pierre Jarier,Shadow,71,14,+1 Lap,0
13,19,Alan Jones,Surtees,71,18,+1 Lap,0
14,35,Arturo Merzario,March,70,19,Engine,0
15,18,Brett Lunger,Surtees,70,24,+2 Laps,0
16,24,Harald Ertl,Hesketh,54,23,Spun off,0
17,34,Hans-Joachim Stuck,March,52,20,Engine,0
18,5,Mario Andretti,Team Lotus,45,2,Engine,0
19,22,Chris Amon,Ensign,38,3,Accident,0
20,21,Michel Leclère,Wolf,20,25,Engine,0
21,37,Larry Perkins,Boro,18,22,Engine,0
22,30,Emerson Fittipaldi,Fittipaldi,10,21,Handling,0
23,32,Loris Kessel,Brabham-Ford,5,26,Accident,0
24,6,Gunnar Nilsson,Team Lotus,2,6,Accident,0
25,7,Carlos Reutemann,Brabham-Alfa Romeo,2,16,Engine,0
26,28,John Watson,Penske,0,17,Accident,0
27,33,Jac Nelleman,Brabham-Ford,0,0,Did not qualify,0
