position,number,driver,constructor,Q1,Q2,Q3
1,3,Daniel Ricciardo,Red Bull,1:12.013,1:11.278,1:10.810
2,5,Sebastian Vettel,Ferrari,1:12.415,1:11.518,1:11.039
3,44,Lewis Hamilton,Mercedes,1:12.460,1:11.584,1:11.232
4,7,Kimi Räikkönen,Ferrari,1:12.639,1:11.391,1:11.266
5,77,Valtteri Bottas,Mercedes,1:12.434,1:12.002,1:11.441
6,31,Esteban Ocon,Force India,1:13.028,1:12.188,1:12.061
7,14,Fernando Alonso,McLaren,1:12.657,1:12.269,1:12.110
8,55,Carlos Sainz,Renault,1:12.950,1:12.286,1:12.130
9,11,Sergio Pérez,Force India,1:12.848,1:12.194,1:12.154
10,10,Pierre Gasly,Toro Rosso,1:12.941,1:12.313,1:12.221
11,27,Nico Hülkenberg,Renault,1:13.065,1:12.411,
12,2,Stoffel Vandoorne,McLaren,1:12.463,1:12.440,
13,35,Sergey Sirotkin,Williams,1:12.706,1:12.521,
14,16,Charles Leclerc,Sauber,1:12.829,1:12.714,
15,8,Romain Grosjean,Haas F1 Team,1:12.930,1:12.728,
16,28,Brendon Hartley,Toro Rosso,1:13.179,,
17,9,Marcus Ericsson,Sauber,1:13.265,,
18,18,Lance Stroll,Williams,1:13.323,,
19,20,Kevin Magnussen,Haas F1 Team,1:13.393,,
20,33,Max Verstappen,Red Bull,,,
