Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Mercedes,40,4
2,Stirling Moss,Mercedes,23,1
3,Eugenio Castellotti,Lancia,12,0
4,Maurice Trintignant,Ferrari,11.33,1
5,Nino Farina,Ferrari,10.33,0
6,Piero Taruffi,Ferrari,9,0
7,Bob Sweikert,Kurtis Kraft,8,1
8,Roberto Mieres,Maserati,7,0
9,Jean Behra,Maserati,6,0
10,Luigi Musso,Maserati,6,0
11,Karl Kling,Mercedes,5,0
12,Jimmy Davies,Kurtis Kraft,4,0
13,Tony Bettenhausen,Kurtis Kraft,3,0
14,Paul Russo,Kurtis Kraft,3,0
15,Paul Frère,Ferrari,3,0
16,Johnny Thomson,Kuzma,3,0
17,José Froilán González,Ferrari,2,0
18,Cesare Perdisa,Maserati,2,0
19,Carlos Menditeguy,Maserati,2,0
20,Luigi Villoresi,Lancia,2,0
21,Umberto Maglioli,Ferrari,1.33,0
22,Hans Herrmann,Mercedes,1,0
23,Walt Faulkner,Kurtis Kraft,1,0
24,Bill Homeier,Kurtis Kraft,1,0
25,Bill Vukovich,Kurtis Kraft,1,0
26,Harry Schell,Maserati,0,0
27,Mike Hawthorn,Vanwall,0,0
28,Louis Chiron,Lancia,0,0
29,Andy Linden,Kurtis Kraft,0,0
30,Jacques Pollet,Gordini,0,0
