Position,Driver,Constructor,Points,Wins
1,John Surtees,Ferrari,40,2
2,Graham Hill,BRM,39,2
3,Jim Clark,Lotus-Climax,32,3
4,Lorenzo Bandini,Ferrari,23,1
5,Richie Ginther,BRM,23,0
6,Dan Gurney,Brabham-Climax,19,2
7,Bruce McLaren,Cooper-Climax,13,0
8,Jack Brabham,Brabham-Climax,11,0
9,Peter Arundell,Lotus-Climax,11,0
10,Jo Siffert,Lotus-BRM,7,0
11,Bob Anderson,Brabham-Climax,5,0
12,Mike Spence,Lotus-Climax,4,0
13,Tony Maggs,BRM,4,0
14,Innes Ireland,Lotus-BRM,4,0
15,Jo Bonnier,Cooper-Climax,3,0
16,Chris Amon,Lotus-BRM,2,0
17,Maurice Trintignant,BRM,2,0
18,Walt Hansgen,Lotus-Climax,2,0
19,Phil Hill,Cooper-Climax,1,0
20,Trevor Taylor,BRP,1,0
21,Mike Hailwood,Lotus-BRM,1,0
22,Pedro Rodríguez,Ferrari,1,0
23,Giancarlo Baghetti,BRM,0,0
24,Gerhard Mitter,Lotus-Climax,0,0
25,Ludovico Scarfiotti,Ferrari,0,0
26,Moisés Solana,Lotus-Climax,0,0
27,Peter Revson,Lotus-BRM,0,0
28,Hap Sharp,Brabham-BRM,0,0
29,Ronnie Bucknum,Honda,0,0
30,John Taylor,Cooper-Climax,0,0
