position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:44.657,1:36.745,1:27.407
2,2,Mark Webber,Red Bull,1:44.472,1:36.524,1:27.827
3,10,Lewis Hamilton,Mercedes,1:45.456,1:36.625,1:28.087
4,4,Felipe Massa,Ferrari,1:44.635,1:36.666,1:28.490
5,3,Fernando Alonso,Ferrari,1:43.850,1:36.691,1:28.493
6,9,Nico Rosberg,Mercedes,1:43.380,1:36.194,1:28.523
7,7,Kimi Räikkönen,Lotus F1,1:45.545,1:37.517,1:28.738
8,8,Romain Grosjean,Lotus F1,1:44.284,1:37.641,1:29.013
9,14,Paul di Resta,Force India,1:45.601,1:36.901,1:29.305
10,5,Jenson Button,McLaren,1:44.688,1:36.644,1:30.357
11,11,Nico Hülkenberg,Sauber,1:45.930,1:38.067,
12,15,Adrian Sutil,Force India,1:47.330,1:38.134,
13,18,Jean-Éric Vergne,Toro Rosso,1:44.871,1:38.778,
14,19,Daniel Ricciardo,Toro Rosso,1:46.450,1:39.042,
15,6,Sergio Pérez,McLaren,1:44.400,1:39.900,
16,17,Valtteri Bottas,Williams,1:47.328,1:40.290,
17,16,Pastor Maldonado,Williams,1:47.614,,
18,12,Esteban Gutiérrez,Sauber,1:47.776,,
19,22,Jules Bianchi,Marussia,1:48.147,,
20,23,Max Chilton,Marussia,1:48.909,,
21,21,Giedo van der Garde,Caterham,1:49.519,,
22,20,Charles Pic,Caterham,1:50.626,,
