position,number,driver,constructor,Q1,Q2,Q3
1,33,Max Verstappen,Red Bull,1:58.717,1:56.559,1:59.765
2,63,George Russell,Williams,1:59.864,1:56.950,2:00.086
3,44,Lewis Hamilton,Mercedes,1:59.218,1:56.229,2:00.099
4,3,Daniel Ricciardo,McLaren,2:01.583,1:57.127,2:00.864
5,5,Sebastian Vettel,Aston Martin,2:00.175,1:56.814,2:00.935
6,10,Pierre Gasly,AlphaTauri,2:00.387,1:56.440,2:01.164
7,11,Sergio Pérez,Red Bull,1:59.334,1:56.886,2:02.112
8,77,Valtteri Bottas,Mercedes,1:59.870,1:56.295,2:02.502
9,31,Esteban Ocon,Alpine F1 Team,2:01.824,1:57.354,2:03.513
10,4,Lando Norris,McLaren,1:58.301,1:56.025,
11,16,Charles Leclerc,Ferrari,2:00.728,1:57.721,
12,6,Nicholas Latifi,Williams,2:00.966,1:58.056,
13,55,Carlos Sainz,Ferrari,2:01.184,1:58.137,
14,14,Fernando Alonso,Alpine F1 Team,2:01.653,1:58.205,
15,18,Lance Stroll,Aston Martin,2:01.597,1:58.231,
16,99,Antonio Giovinazzi,Alfa Romeo,2:02.306,,
17,22,Yuki Tsunoda,AlphaTauri,2:02.413,,
18,47,Mick Schumacher,Haas F1 Team,2:03.973,,
19,7,Kimi Räikkönen,Alfa Romeo,2:04.452,,
20,9,Nikita Mazepin,Haas F1 Team,2:04.939,,
