position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:37.669,1:36.240,1:35.402
2,3,Daniel Ricciardo,Red Bull,1:37.672,1:36.815,1:35.917
3,7,Kimi Räikkönen,Ferrari,1:37.347,1:36.118,1:35.972
4,5,Sebastian Vettel,Ferrari,1:37.001,1:36.183,1:36.246
5,77,Valtteri Bottas,Williams,1:37.537,1:36.831,1:36.296
6,26,Daniil Kvyat,Red Bull,1:37.719,1:36.948,1:36.399
7,11,Sergio Pérez,Force India,1:38.096,1:37.149,1:36.865
8,55,Carlos Sainz,Toro Rosso,1:37.656,1:37.204,1:36.881
9,33,Max Verstappen,Toro Rosso,1:38.181,1:37.265,1:37.194
10,27,Nico Hülkenberg,Force India,1:38.165,1:37.333,
11,19,Felipe Massa,Williams,1:38.016,1:37.347,
12,14,Fernando Alonso,McLaren,1:38.451,1:38.826,
13,22,Jenson Button,McLaren,1:37.593,1:39.093,
14,8,Romain Grosjean,Haas F1 Team,1:38.425,1:39.830,
15,9,Marcus Ericsson,Sauber,1:38.321,1:40.742,
16,12,Felipe Nasr,Sauber,1:38.654,1:42.430,
17,20,Kevin Magnussen,Renault,1:38.673,,
18,21,Esteban Gutiérrez,Haas F1 Team,1:38.770,,
19,30,Jolyon Palmer,Renault,1:39.528,,
20,88,Rio Haryanto,Manor Marussia,1:40.264,,
21,94,Pascal Wehrlein,Manor Marussia,,,
22,44,Lewis Hamilton,Mercedes,,,
