position,number,driver,constructor,laps,grid,status,points
1,6,Nico Rosberg,Mercedes,56,1,Finished,25
2,5,Sebastian Vettel,Ferrari,56,4,Finished,18
3,26,Daniil Kvyat,Red Bull,56,6,Finished,15
4,3,Daniel Ricciardo,Red Bull,56,2,Finished,12
5,7,Kimi Räikkönen,Ferrari,56,3,Finished,10
6,19,Felipe Massa,Williams,56,10,Finished,8
7,44,Lewis Hamilton,Mercedes,56,22,Finished,6
8,33,Max Verstappen,Toro Rosso,56,9,Finished,4
9,55,Carlos Sainz,Toro Rosso,56,8,Finished,2
10,77,Valtteri Bottas,Williams,56,5,Finished,1
11,11,Sergio Pérez,Force India,56,7,Finished,0
12,14,Fernando Alonso,McLaren,56,11,Finished,0
13,22,Jenson Button,McLaren,56,12,Finished,0
14,21,Esteban Gutiérrez,Haas F1 Team,55,18,+1 Lap,0
15,27,Nico Hülkenberg,Force India,55,13,+1 Lap,0
16,9,Marcus Ericsson,Sauber,55,15,+1 Lap,0
17,20,Kevin Magnussen,Renault,55,17,+1 Lap,0
18,94,Pascal Wehrlein,Manor Marussia,55,21,+1 Lap,0
19,8,Romain Grosjean,Haas F1 Team,55,14,+1 Lap,0
20,12,Felipe Nasr,Sauber,55,16,+1 Lap,0
21,88,Rio Haryanto,Manor Marussia,55,20,+1 Lap,0
22,30,Jolyon Palmer,Renault,55,19,+1 Lap,0
