position,number,driver,constructor,laps,grid,status,points
1,3,Michael Schumacher,Ferrari,72,2,Finished,10
2,8,Mika Häkkinen,McLaren,72,3,Finished,6
3,4,Eddie Irvine,Ferrari,72,4,Finished,4
4,6,Alexander Wurz,Benetton,72,8,Finished,3
5,14,Jean Alesi,Sauber,72,11,Finished,2
6,7,David Coulthard,McLaren,72,1,Finished,1
7,5,Giancarlo Fisichella,Benetton,72,10,Finished,0
8,9,Damon Hill,Jordan,71,9,+1 Lap,0
9,2,Heinz-Harald Frentzen,Williams,71,6,+1 Lap,0
10,18,Rubens Barrichello,Stewart,70,14,+2 Laps,0
11,12,Jarno Trulli,Prost,70,16,+2 Laps,0
12,21,Toranosuke Takagi,Tyrrell,70,13,+2 Laps,0
13,22,Shinji Nakano,Minardi,69,19,+3 Laps,0
14,20,Ricardo Rosset,Tyrrell,68,21,+4 Laps,0
15,11,Olivier Panis,Prost,65,15,Engine,0
16,23,Esteban Tuero,Minardi,63,20,Spun off,0
17,1,Jacques Villeneuve,Williams,52,7,Collision,0
18,15,Johnny Herbert,Sauber,46,12,Collision,0
19,10,Ralf Schumacher,Jordan,22,5,Suspension,0
20,17,Mika Salo,Arrows,18,17,Gearbox,0
21,19,Jan Magnussen,Stewart,17,22,Transmission,0
22,16,Pedro Diniz,Arrows,13,18,Gearbox,0
