position,number,driver,constructor,laps,grid,status,points
1,1,Michael Schumacher,Ferrari,58,1,Finished,10
2,4,David Coulthard,McLaren,58,6,Finished,6
3,2,Rubens Barrichello,Ferrari,58,2,Finished,4
4,16,Nick Heidfeld,Sauber,58,10,Finished,3
5,11,Heinz-Harald Frentzen,Jordan,58,4,Finished,2
6,17,Kimi Räikkönen,Sauber,58,13,Finished,1
7,9,Olivier Panis,BAR,58,9,Finished,0
8,19,Luciano Burti,Jaguar,57,21,+1 Lap,0
9,22,Jean Alesi,Prost,57,14,+1 Lap,0
10,14,Jos Verstappen,Arrows,57,15,+1 Lap,0
11,18,Eddie Irvine,Jaguar,57,12,+1 Lap,0
12,21,Fernando Alonso,Minardi,56,19,+2 Laps,0
13,7,Giancarlo Fisichella,Benetton,55,17,+3 Laps,0
14,8,Jenson Button,Benetton,52,16,Electrical,0
15,6,Juan Pablo Montoya,Williams,40,11,Engine,0
16,12,Jarno Trulli,Jordan,38,7,Engine,0
17,3,Mika Häkkinen,McLaren,25,3,Suspension,0
18,5,Ralf Schumacher,Williams,4,5,Collision,0
19,10,Jacques Villeneuve,BAR,4,8,Collision,0
20,20,Tarso Marques,Minardi,3,22,Battery,0
21,15,Enrique Bernoldi,Arrows,2,18,Spun off,0
22,23,Gastón Mazzacane,Prost,0,20,Brakes,0
