position,number,driver,constructor,Q1,Q2,Q3
1,8,Mika Häkkinen,McLaren,1:17.092,,
2,7,David Coulthard,McLaren,1:17.757,,
3,2,Heinz-Harald Frentzen,Williams,1:18.109,,
4,3,Michael Schumacher,Ferrari,1:18.250,,
5,6,Alexander Wurz,Benetton,1:18.261,,
6,4,Eddie Irvine,Ferrari,1:18.449,,
7,5,Giancarlo Fisichella,Benetton,1:18.652,,
8,10,Ralf Schumacher,Jordan,1:18.735,,
9,14,Olivier Panis,Prost,1:18.753,,
10,1,Jacques Villeneuve,Williams,1:18.761,,
11,9,Damon Hill,Jordan,1:18.988,,
12,12,Jarno Trulli,Prost,1:19.069,,
13,18,Rubens Barrichello,Stewart,1:19.344,,
14,15,Johnny Herbert,Sauber,1:19.375,,
15,14,Jean Alesi,Sauber,1:19.449,,
16,19,Jan Magnussen,Stewart,1:19.644,,
17,21,Toranosuke Takagi,Tyrrell,1:20.203,,
18,22,Shinji Nakano,Minardi,1:20.390,,
19,23,Esteban Tuero,Minardi,1:20.459,,
20,17,Mika Salo,Arrows,1:20.481,,
21,20,Ricardo Rosset,Tyrrell,1:20.748,,
22,16,Pedro Diniz,Arrows,1:20.847,,
