position,number,driver,constructor,laps,grid,status,points
1,6,Jochen Rindt,Team Lotus,38,6,Finished,9
2,14,Chris Amon,March,38,3,Finished,6
3,23,Jack Brabham,Brabham,38,5,Finished,4
4,19,Denny Hulme,McLaren-Ford,38,7,Finished,3
5,20,Henri Pescarolo,Matra,38,8,Finished,2
6,32,Dan Gurney,McLaren-Ford,38,17,Finished,1
7,22,Rolf Stommelen,Brabham,38,14,Finished,0
8,7,John Miles,Team Lotus,38,18,Finished,0
9,1,Jackie Stewart,March,38,4,Finished,0
10,8,Graham Hill,Team Lotus,37,20,+1 Lap,0
11,2,François Cevert,March,37,13,+1 Lap,0
12,4,George Eaton,BRM,36,19,+2 Laps,0
13,21,Jean-Pierre Beltoise,Matra,35,2,Out of fuel,0
14,11,Ignazio Giunti,Ferrari,35,11,+3 Laps,0
15,16,Andrea de Adamich,McLaren-Alfa Romeo,29,15,Not classified,0
16,12,Jo Siffert,March,23,16,Accident,0
17,18,Ronnie Peterson,March,17,9,Differential,0
18,10,Jacky Ickx,Ferrari,16,1,Engine,0
19,3,Pedro Rodríguez,BRM,6,10,Gearbox,0
20,5,Jackie Oliver,BRM,5,12,Engine,0
21,24,Silvio Moser,Bellasi,0,0,Did not qualify,0
22,9,Alex Soler-Roig,Team Lotus,0,0,Did not qualify,0
23,25,Pete Lovely,Team Lotus,0,0,Did not qualify,0
