Position,Driver,Constructor,Points,Wins
1,Jochen Rindt,Team Lotus,27,3
2,Jackie Stewart,March,19,1
3,Jack Brabham,Brabham,19,1
4,Chris Amon,March,12,0
5,Denny Hulme,McLaren-Ford,12,0
6,Pedro Rodríguez,BRM,10,1
7,Jean-Pierre Beltoise,Matra,9,0
8,Henri Pescarolo,Matra,7,0
9,Bruce McLaren,McLaren-Ford,6,0
10,Graham Hill,Team Lotus,6,0
11,Jacky Ickx,Ferrari,4,0
12,Mario Andretti,March,4,0
13,Ignazio Giunti,Ferrari,3,0
14,Clay Regazzoni,Ferrari,3,0
15,John Miles,Team Lotus,2,0
16,Rolf Stommelen,Brabham,2,0
17,Johnny Servoz-Gavin,March,2,0
18,John Surtees,McLaren-Ford,1,0
19,Dan Gurney,McLaren-Ford,1,0
20,Jo Siffert,March,0,0
21,Ronnie Peterson,March,0,0
22,John Love,Team Lotus,0,0
23,François Cevert,March,0,0
24,Peter de Klerk,Brabham,0,0
25,George Eaton,BRM,0,0
26,Dave Charlton,Team Lotus,0,0
27,Piers Courage,De Tomaso,0,0
28,Jackie Oliver,BRM,0,0
29,Andrea de Adamich,McLaren-Alfa Romeo,0,0
30,Derek Bell,Brabham,0,0
