Position,Driver,Constructor,Points,Wins
1,Alberto Ascari,Ferrari,17,2
2,Bill Vukovich,Kurtis Kraft,9,1
3,Luigi Villoresi,Ferrari,7,0
4,Nino Farina,Ferrari,6,0
5,Art Cross,Kurtis Kraft,6,0
6,José Froilán González,Maserati,6,0
7,Mike Hawthorn,Ferrari,6,0
8,Felice Bonetto,Maserati,2,0
9,Duane Carter,Lesovsky,2,0
10,Sam Hanks,Kurtis Kraft,2,0
11,Toulo de Graffenried,Maserati,2,0
12,Oscar Gálvez,Maserati,2,0
13,Jack McGrath,Kurtis Kraft,2,0
14,Paul Russo,Kurtis Kraft,1.5,0
15,Fred Agabashian,Kurtis Kraft,1.5,0
16,Maurice Trintignant,Gordini,0,0
17,Jean Behra,Gordini,0,0
18,Jimmy Daywalt,Kurtis Kraft,0,0
19,Jim Rathmann,Kurtis Kraft,0,0
20,Harry Schell,Gordini,0,0
21,Eddie Johnson,Kurtis Kraft,0,0
22,Louis Rosier,Ferrari,0,0
23,John Barber,Cooper,0,0
24,Peter Collins,HWM,0,0
25,Ernie McCoy,Stevens,0,0
26,Chuck Stevenson,Kuzma,0,0
27,Gene Hartley,Kurtis Kraft,0,0
28,Tony Bettenhausen,Kuzma,0,0
29,Alan Brown,Cooper,0,0
30,Stirling Moss,Connaught,0,0
