Position,Driver,Constructor,Points,Wins
1,Bruce McLaren,Cooper-Climax,14,1
2,Stirling Moss,Cooper-Climax,8,1
3,Jim Rathmann,Watson,8,1
4,Cliff Allison,Ferrari,6,0
5,Rodger Ward,Watson,6,0
6,Phil Hill,Ferrari,4,0
7,Paul Goldsmith,Epperly,4,0
8,Don Branson,Phillips,3,0
9,Tony Brooks,Cooper-Climax,3,0
10,Carlos Menditeguy,Cooper-Maserati,3,0
11,Jo Bonnier,BRM,2,0
12,Wolfgang von Trips,Ferrari,2,0
13,Johnny Thomson,Lesovsky,2,0
14,Innes Ireland,Team Lotus,1,0
15,Richie Ginther,Ferrari,1,0
16,Eddie Johnson,Trevis,1,0
17,Maurice Trintignant,Cooper-Climax,0,0
18,Graham Hill,BRM,0,0
19,Lloyd Ruby,Watson,0,0
20,Bob Veith,Meskowski,0,0
21,Alberto Rodriguez Larreta,Team Lotus,0,0
22,Bud Tingelstad,Trevis,0,0
23,Bob Christie,Kurtis Kraft,0,0
24,José Froilán González,Ferrari,0,0
25,Red Amick,Epperly,0,0
26,Roberto Bonomi,Cooper-Maserati,0,0
27,Masten Gregory,Behra-Porsche,0,0
28,Duane Carter,Kuzma,0,0
29,Bill Homeier,Kuzma,0,0
30,Gino Munaron,Maserati,0,0
