Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,70,6
2,Ralf Schumacher,Williams,27,1
3,Juan Pablo Montoya,Williams,27,0
4,David Coulthard,McLaren,26,1
5,Rubens Barrichello,Ferrari,16,0
6,Jenson Button,Renault,8,0
7,Kimi Räikkönen,McLaren,7,0
8,Giancarlo Fisichella,Jordan,6,0
9,Nick Heidfeld,Sauber,5,0
10,Jarno Trulli,Renault,4,0
11,Eddie Irvine,Jaguar,3,0
12,Felipe Massa,Sauber,3,0
13,Mark Webber,Minardi,2,0
14,Mika Salo,Toyota,2,0
15,Heinz-Harald Frentzen,Arrows,2,0
16,Jacques Villeneuve,BAR,0,0
17,Allan McNish,Toyota,0,0
18,Alex Yoong,Minardi,0,0
19,Pedro de la Rosa,Jaguar,0,0
20,Olivier Panis,BAR,0,0
21,Takuma Sato,Jordan,0,0
22,Enrique Bernoldi,Arrows,0,0
