Position,Driver,Constructor,Points,Wins
1,Jackie Stewart,Tyrrell,51,5
2,Jacky Ickx,Ferrari,19,1
3,Ronnie Peterson,March-Ford,17,0
4,Mario Andretti,Ferrari,12,1
5,François Cevert,Tyrrell,12,0
6,Clay Regazzoni,Ferrari,12,0
7,Emerson Fittipaldi,Lotus-Ford,10,0
8,Pedro Rodríguez,BRM,9,0
9,Chris Amon,Matra,8,0
10,Denny Hulme,McLaren,6,0
11,Reine Wisell,Lotus-Ford,4,0
12,Jo Siffert,BRM,4,0
13,Henri Pescarolo,March-Ford,3,0
14,John Surtees,Surtees,3,0
15,Rolf Stommelen,Surtees,3,0
16,Jean-Pierre Beltoise,Matra,1,0
17,Tim Schenken,Brabham,1,0
18,Howden Ganley,BRM,0,0
19,Brian Redman,Surtees,0,0
20,Peter Gethin,McLaren,0,0
21,Gijs van Lennep,Surtees,0,0
22,Graham Hill,Brabham,0,0
23,Nanni Galli,March-Ford,0,0
24,Vic Elford,BRM,0,0
25,Andrea de Adamich,March-Alfa Romeo,0,0
26,François Mazet,March-Ford,0,0
27,Skip Barber,March-Ford,0,0
28,Max Jean,March-Ford,0,0
29,Alex Soler-Roig,March-Ford,0,0
30,Dave Charlton,Brabham,0,0
