Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Benetton,66,6
2,Damon Hill,Williams,39,2
3,Gerhard Berger,Ferrari,27,1
4,Jean Alesi,Ferrari,19,0
5,Rubens Barrichello,Jordan,10,0
6,Mika Häkkinen,McLaren,8,0
7,Olivier Panis,Ligier,6,0
8,Martin Brundle,McLaren,6,0
9,Nicola Larini,Ferrari,6,0
10,Christian Fittipaldi,Footwork,6,0
11,Heinz-Harald Frentzen,Sauber,5,0
12,Ukyo Katayama,Tyrrell,5,0
13,Éric Bernard,Ligier,4,0
14,Mark Blundell,Tyrrell,4,0
15,Karl Wendlinger,Sauber,4,0
16,Andrea de Cesaris,Jordan,4,0
17,Pierluigi Martini,Minardi,4,0
18,David Coulthard,Williams,4,0
19,Gianni Morbidelli,Footwork,2,0
20,Érik Comas,Larrousse,2,0
21,Jyrki Järvilehto,Benetton,1,0
22,Michele Alboreto,Minardi,1,0
23,Eddie Irvine,Jordan,1,0
24,Johnny Herbert,Team Lotus,0,0
25,Olivier Beretta,Larrousse,0,0
26,Pedro Lamy,Team Lotus,0,0
27,Jos Verstappen,Benetton,0,0
28,Alessandro Zanardi,Team Lotus,0,0
29,Jean-Marc Gounon,Simtek,0,0
30,David Brabham,Simtek,0,0
