Position,Driver,Constructor,Points,Wins
1,Jenson Button,Brawn,21,2
2,Rubens Barrichello,Brawn,15,0
3,Sebastian Vettel,Red Bull,10,1
4,Timo Glock,Toyota,10,0
5,Mark Webber,Red Bull,9.5,0
6,Jarno Trulli,Toyota,8.5,0
7,Nick Heidfeld,BMW Sauber,4,0
8,Fernando Alonso,Renault,4,0
9,Heikki Kovalainen,McLaren,4,0
10,Lewis Hamilton,McLaren,4,0
11,Nico Rosberg,Williams,3.5,0
12,Sébastien Buemi,Toro Rosso,3,0
13,Sébastien Bourdais,Toro Rosso,1,0
14,Adrian Sutil,Force India,0,0
15,Felipe Massa,Ferrari,0,0
16,Kimi Räikkönen,Ferrari,0,0
17,Giancarlo Fisichella,Force India,0,0
18,Kazuki Nakajima,Williams,0,0
19,Robert Kubica,BMW Sauber,0,0
20,Nelson Piquet Jr.,Renault,0,0
