Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,40,4
2,Rubens Barrichello,Ferrari,24,0
3,Jenson Button,BAR,23,0
4,Juan Pablo Montoya,Williams,18,0
5,Fernando Alonso,Renault,16,0
6,Jarno Trulli,Renault,15,0
7,Ralf Schumacher,Williams,9,0
8,Takuma Sato,BAR,4,0
9,David Coulthard,McLaren,4,0
10,Felipe Massa,Sauber,1,0
11,Mark Webber,Jaguar,1,0
12,Kimi Räikkönen,McLaren,1,0
13,Giancarlo Fisichella,Sauber,0,0
14,Cristiano da Matta,Toyota,0,0
15,Olivier Panis,Toyota,0,0
16,Christian Klien,Jaguar,0,0
17,Giorgio Pantano,Jordan,0,0
18,Gianmaria Bruni,Minardi,0,0
19,Zsolt Baumgartner,Minardi,0,0
20,Nick Heidfeld,Jordan,0,0
