position,number,driver,constructor,Q1,Q2,Q3
1,9,Jenson Button,BAR,1:19.753,,
2,1,Michael Schumacher,Ferrari,1:20.011,,
3,3,Juan Pablo Montoya,Williams,1:20.212,,
4,2,Rubens Barrichello,Ferrari,1:20.451,,
5,4,Ralf Schumacher,Williams,1:20.538,,
6,8,Fernando Alonso,Renault,1:20.895,,
7,10,Takuma Sato,BAR,1:20.913,,
8,14,Mark Webber,Jaguar,1:20.921,,
9,7,Jarno Trulli,Renault,1:21.034,,
10,16,Cristiano da Matta,Toyota,1:21.087,,
11,5,David Coulthard,McLaren,1:21.091,,
12,12,Felipe Massa,Sauber,1:21.532,,
13,17,Olivier Panis,Toyota,1:21.558,,
14,15,Christian Klien,Jaguar,1:21.949,,
15,19,Giorgio Pantano,Jordan,1:23.352,,
16,18,Nick Heidfeld,Jordan,1:23.488,,
17,20,Gianmaria Bruni,Minardi,1:26.899,,
18,21,Zsolt Baumgartner,Minardi,1:46.299,,
19,11,Giancarlo Fisichella,Sauber,,,
20,6,Kimi Räikkönen,McLaren,,,
