position,number,driver,constructor,laps,grid,status,points
1,1,Michael Schumacher,Ferrari,62,2,Finished,10
2,9,Jenson Button,BAR,62,1,Finished,8
3,3,Juan Pablo Montoya,Williams,62,3,Finished,6
4,8,Fernando Alonso,Renault,62,6,Finished,5
5,7,Jarno Trulli,Renault,62,9,Finished,4
6,2,Rubens Barrichello,Ferrari,62,4,Finished,3
7,4,Ralf Schumacher,Williams,62,5,Finished,2
8,6,Kimi Räikkönen,McLaren,61,20,+1 Lap,1
9,11,Giancarlo Fisichella,Sauber,61,18,+1 Lap,0
10,12,Felipe Massa,Sauber,61,12,+1 Lap,0
11,17,Olivier Panis,Toyota,61,13,+1 Lap,0
12,5,David Coulthard,McLaren,61,11,+1 Lap,0
13,14,Mark Webber,Jaguar,61,8,+1 Lap,0
14,15,Christian Klien,Jaguar,60,14,+2 Laps,0
15,21,Zsolt Baumgartner,Minardi,58,19,+4 Laps,0
16,10,Takuma Sato,BAR,56,7,Engine,0
17,18,Nick Heidfeld,Jordan,48,16,Driveshaft,0
18,16,Cristiano da Matta,Toyota,32,10,Accident,0
19,20,Gianmaria Bruni,Minardi,22,17,Brakes,0
20,19,Giorgio Pantano,Jordan,6,15,Hydraulics,0
