Position,Driver,Constructor,Points,Wins
1,Emerson Fittipaldi,McLaren,15,1
2,Carlos Pace,Brabham,12,1
3,Carlos Reutemann,Brabham,10,0
4,Jody Scheckter,Tyrrell,9,1
5,James Hunt,Hesketh,7,0
6,Patrick Depailler,Tyrrell,6,0
7,Clay Regazzoni,Ferrari,6,0
8,Jochen Mass,McLaren,5,0
9,Niki Lauda,Ferrari,5,0
10,Mark Donohue,Penske,0,0
11,Rolf Stommelen,Lola,0,0
12,Mario Andretti,Parnelli,0,0
13,Jacky Ickx,Team Lotus,0,0
14,Tom Pryce,Shadow-Ford,0,0
15,Vittorio Brambilla,March,0,0
16,Graham Hill,Lola,0,0
17,Ronnie Peterson,Team Lotus,0,0
18,John Watson,Surtees,0,0
19,Jacques Laffite,Williams,0,0
20,Guy Tunmer,Team Lotus,0,0
21,Wilson Fittipaldi,Fittipaldi,0,0
22,Eddie Keizan,Team Lotus,0,0
23,Dave Charlton,McLaren,0,0
24,Bob Evans,BRM,0,0
25,Arturo Merzario,Williams,0,0
26,Jean-Pierre Jarier,Shadow-Ford,0,0
27,Mike Wilds,BRM,0,0
28,Ian Scheckter,Tyrrell,0,0
29,Lella Lombardi,March,0,0
