position,number,driver,constructor,Q1,Q2,Q3
1,1,Fernando Alonso,Renault,1:31.138,1:30.336,1:29.816
2,5,Michael Schumacher,Ferrari,1:31.235,1:30.013,1:30.028
3,6,Felipe Massa,Ferrari,1:31.921,1:30.732,1:30.407
4,11,Rubens Barrichello,Honda,1:31.671,1:30.469,1:30.754
5,3,Kimi Räikkönen,McLaren,1:31.263,1:30.203,1:30.933
6,12,Jenson Button,Honda,1:31.420,1:30.755,1:30.940
7,8,Jarno Trulli,Toyota,1:31.809,1:30.733,1:31.419
8,17,Jacques Villeneuve,BMW Sauber,1:31.545,1:30.865,1:31.542
9,4,Juan Pablo Montoya,McLaren,1:31.774,1:30.671,1:31.880
10,9,Mark Webber,Williams,1:31.712,1:30.892,1:33.405
11,7,Ralf Schumacher,Toyota,1:31.470,1:30.944,
12,10,Nico Rosberg,Williams,1:32.053,1:31.194,
13,2,Giancarlo Fisichella,Renault,1:31.574,1:31.197,
14,14,David Coulthard,Red Bull,1:31.742,1:31.227,
15,16,Nick Heidfeld,BMW Sauber,1:31.457,1:31.422,
16,20,Vitantonio Liuzzi,Toro Rosso,1:32.651,1:31.728,
17,15,Christian Klien,Red Bull,1:32.901,,
18,19,Christijan Albers,MF1,1:32.936,,
19,21,Scott Speed,Toro Rosso,1:32.992,,
20,18,Tiago Monteiro,MF1,1:33.658,,
21,22,Takuma Sato,Super Aguri,1:35.239,,
22,23,Franck Montagny,Super Aguri,1:46.505,,
