position,number,driver,constructor,laps,grid,status,points
1,5,Michael Schumacher,Ferrari,60,2,Finished,10
2,1,Fernando Alonso,Renault,60,1,Finished,8
3,6,Felipe Massa,Ferrari,60,3,Finished,6
4,3,Kimi Räikkönen,McLaren,60,5,Finished,5
5,11,Rubens Barrichello,Honda,60,4,Finished,4
6,2,Giancarlo Fisichella,Renault,60,11,Finished,3
7,10,Nico Rosberg,Williams,60,22,Finished,2
8,17,Jacques Villeneuve,BMW Sauber,60,9,Finished,1
9,8,Jarno Trulli,Toyota,59,7,+1 Lap,0
10,16,Nick Heidfeld,BMW Sauber,59,13,+1 Lap,0
11,21,Scott Speed,Toro Rosso,59,17,+1 Lap,0
12,18,Tiago Monteiro,MF1,59,18,+1 Lap,0
13,19,Christijan Albers,MF1,59,16,+1 Lap,0
14,7,Ralf Schumacher,Toyota,52,10,Engine,0
15,4,Juan Pablo Montoya,McLaren,52,8,Engine,0
16,22,Takuma Sato,Super Aguri,45,20,Hydraulics,0
17,23,Franck Montagny,Super Aguri,29,21,Hydraulics,0
18,12,Jenson Button,Honda,28,6,Engine,0
19,15,Christian Klien,Red Bull,28,15,Gearbox,0
20,9,Mark Webber,Williams,12,19,Hydraulics,0
21,14,David Coulthard,Red Bull,2,12,Accident,0
22,20,Vitantonio Liuzzi,Toro Rosso,0,14,Accident,0
