Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Maserati,28.14,3
2,José Froilán González,Ferrari,14.64,1
3,Maurice Trintignant,Ferrari,11,0
4,Bill Vukovich,Kurtis Kraft,8,1
5,Mike Hawthorn,Ferrari,7.64,0
6,Karl Kling,Mercedes,6,0
7,Nino Farina,Ferrari,6,0
8,Jimmy Bryan,Kuzma,6,0
9,Jack McGrath,Kurtis Kraft,5,0
10,Onofre Marimón,Maserati,4.14,0
11,Stirling Moss,Maserati,4,0
12,Robert Manzon,Ferrari,4,0
13,Prince Bira,Maserati,3,0
14,André Pilette,Gordini,2,0
15,Luigi Villoresi,Maserati,2,0
16,Élie Bayol,Gordini,2,0
17,Mike Nazaruk,Kurtis Kraft,2,0
18,Duane Carter,Kurtis Kraft,1.5,0
19,Troy Ruttman,Kurtis Kraft,1.5,0
20,Hans Herrmann,Mercedes,1,0
21,Harry Schell,Maserati,0,0
22,Jean Behra,Gordini,0,0
23,Roberto Mieres,Maserati,0,0
24,Fred Agabashian,Kurtis Kraft,0,0
25,Sergio Mantovani,Maserati,0,0
26,Don Freeland,Phillips,0,0
27,Ken Wharton,Maserati,0,0
28,Jerry Hoyt,Kurtis Kraft,0,0
29,Toulo de Graffenried,Maserati,0,0
30,Paul Russo,Kurtis Kraft,0,0
