position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:34.130,1:33.480,1:32.237
2,5,Sebastian Vettel,Ferrari,1:34.569,1:33.079,1:32.298
3,7,Kimi Räikkönen,Ferrari,1:34.703,1:32.884,1:32.307
4,77,Valtteri Bottas,Mercedes,1:34.518,1:33.702,1:32.616
5,3,Daniel Ricciardo,Red Bull,1:34.755,1:34.185,1:33.494
6,31,Esteban Ocon,Force India,1:34.876,1:34.522,1:34.145
7,27,Nico Hülkenberg,Renault,1:34.932,1:34.564,1:34.215
8,8,Romain Grosjean,Haas F1 Team,1:34.892,1:34.419,1:34.250
9,16,Charles Leclerc,Sauber,1:35.069,1:34.255,1:34.420
10,11,Sergio Pérez,Force India,1:35.193,1:34.525,1:34.594
11,55,Carlos Sainz,Renault,1:34.891,1:34.566,
12,20,Kevin Magnussen,Haas F1 Team,1:34.972,1:34.732,
13,10,Pierre Gasly,Toro Rosso,1:34.850,,
14,28,Brendon Hartley,Toro Rosso,1:35.206,,
15,33,Max Verstappen,Red Bull,1:34.766,,
16,14,Fernando Alonso,McLaren,1:35.294,,
17,35,Sergey Sirotkin,Williams,1:35.362,,
18,18,Lance Stroll,Williams,1:35.480,,
19,9,Marcus Ericsson,Sauber,1:35.536,,
20,2,Stoffel Vandoorne,McLaren,1:35.735,,
