position,number,driver,constructor,laps,grid,status,points
1,7,Kimi Räikkönen,Ferrari,56,2,Finished,25
2,33,Max Verstappen,Red Bull,56,18,Finished,18
3,44,Lewis Hamilton,Mercedes,56,1,Finished,15
4,5,Sebastian Vettel,Ferrari,56,5,Finished,12
5,77,Valtteri Bottas,Mercedes,56,3,Finished,10
6,27,Nico Hülkenberg,Renault,56,7,Finished,8
7,55,Carlos Sainz,Renault,56,11,Finished,6
8,11,Sergio Pérez,Force India,56,10,Finished,4
9,28,Brendon Hartley,Toro Rosso,55,20,+1 Lap,2
10,9,Marcus Ericsson,Sauber,55,16,+1 Lap,1
11,2,Stoffel Vandoorne,McLaren,55,17,+1 Lap,0
12,10,Pierre Gasly,Toro Rosso,55,19,+1 Lap,0
13,35,Sergey Sirotkin,Williams,55,14,+1 Lap,0
14,18,Lance Stroll,Williams,54,15,+2 Laps,0
15,16,Charles Leclerc,Sauber,31,9,Collision damage,0
16,3,Daniel Ricciardo,Red Bull,8,4,Battery,0
17,8,Romain Grosjean,Haas F1 Team,2,8,Collision damage,0
18,14,Fernando Alonso,McLaren,1,13,Collision,0
19,31,Esteban Ocon,Force India,56,6,Disqualified,0
20,20,Kevin Magnussen,Haas F1 Team,56,12,Disqualified,0
