Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,126,3
2,Nico Rosberg,Mercedes,116,2
3,Sebastian Vettel,Ferrari,98,1
4,Kimi Räikkönen,Ferrari,60,0
5,Valtteri Bottas,Williams,42,0
6,Felipe Massa,Williams,39,0
7,Daniel Ricciardo,Red Bull,35,0
8,Daniil Kvyat,Red Bull,17,0
9,Felipe Nasr,Sauber,16,0
10,Romain Grosjean,Lotus F1,16,0
11,Sergio Pérez,Force India,11,0
12,Carlos Sainz,Toro Rosso,9,0
13,Nico Hülkenberg,Force India,6,0
14,Max Verstappen,Toro Rosso,6,0
15,Marcus Ericsson,Sauber,5,0
16,Jenson Button,McLaren,4,0
17,Fernando Alonso,McLaren,0,0
18,Roberto Merhi,Manor Marussia,0,0
19,Will Stevens,Manor Marussia,0,0
20,Pastor Maldonado,Lotus F1,0,0
21,Kevin Magnussen,McLaren,0,0
