Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Brabham,15,1
2,Jackie Stewart,March,13,1
3,Jochen Rindt,Team Lotus,9,1
4,Denny Hulme,McLaren-Ford,9,0
5,Bruce McLaren,McLaren-Ford,6,0
6,Graham Hill,Team Lotus,6,0
7,Henri Pescarolo,Matra,4,0
8,Mario Andretti,March,4,0
9,Jean-Pierre Beltoise,Matra,3,0
10,Johnny Servoz-Gavin,March,2,0
11,John Miles,Team Lotus,2,0
12,Pedro Rodríguez,BRM,1,0
13,Ronnie Peterson,March,0,0
14,Jo Siffert,March,0,0
15,John Love,Team Lotus,0,0
16,Peter de Klerk,Brabham,0,0
17,Dave Charlton,Team Lotus,0,0
18,John Surtees,McLaren-Ford,0,0
19,Rolf Stommelen,Brabham,0,0
20,Chris Amon,March,0,0
21,Piers Courage,De Tomaso,0,0
22,Jackie Oliver,BRM,0,0
23,Jacky Ickx,Ferrari,0,0
24,George Eaton,BRM,0,0
25,Andrea de Adamich,McLaren-Alfa Romeo,0,0
26,Alex Soler-Roig,Team Lotus,0,0
