Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,34,3
2,Ralf Schumacher,Williams,20,1
3,Juan Pablo Montoya,Williams,17,0
4,Jenson Button,Renault,8,0
5,Rubens Barrichello,Ferrari,6,0
6,David Coulthard,McLaren,5,0
7,Kimi Räikkönen,McLaren,4,0
8,Eddie Irvine,Jaguar,3,0
9,Nick Heidfeld,Sauber,2,0
10,Mark Webber,Minardi,2,0
11,Mika Salo,Toyota,2,0
12,Felipe Massa,Sauber,1,0
13,Jacques Villeneuve,BAR,0,0
14,Alex Yoong,Minardi,0,0
15,Allan McNish,Toyota,0,0
16,Pedro de la Rosa,Jaguar,0,0
17,Takuma Sato,Jordan,0,0
18,Jarno Trulli,Renault,0,0
19,Heinz-Harald Frentzen,Arrows,0,0
20,Giancarlo Fisichella,Jordan,0,0
