position,number,driver,constructor,Q1,Q2,Q3
1,6,Kimi Räikkönen,Ferrari,1:26.644,1:25.644,1:26.072
2,1,Fernando Alonso,McLaren,1:26.697,1:25.326,1:26.493
3,9,Nick Heidfeld,BMW Sauber,1:26.895,1:25.358,1:26.556
4,2,Lewis Hamilton,McLaren,1:26.674,1:25.577,1:26.755
5,10,Robert Kubica,BMW Sauber,1:26.696,1:25.882,1:27.347
6,3,Giancarlo Fisichella,Renault,1:27.270,1:25.944,1:27.634
7,15,Mark Webber,Red Bull,1:26.978,1:26.623,1:27.934
8,12,Jarno Trulli,Toyota,1:27.014,1:26.688,1:28.404
9,11,Ralf Schumacher,Toyota,1:27.328,1:26.739,1:28.692
10,22,Takuma Sato,Super Aguri,1:27.365,1:26.758,1:28.871
11,23,Anthony Davidson,Super Aguri,1:26.986,1:26.909,
12,16,Nico Rosberg,Williams,1:27.596,1:26.914,
13,4,Heikki Kovalainen,Renault,1:27.529,1:26.964,
14,7,Jenson Button,Honda,1:27.540,1:27.264,
15,17,Alexander Wurz,Williams,1:27.479,1:27.393,
16,5,Felipe Massa,Ferrari,1:26.712,,
17,8,Rubens Barrichello,Honda,1:27.679,,
18,19,Scott Speed,Toro Rosso,1:28.305,,
19,14,David Coulthard,Red Bull,1:28.579,,
20,18,Vitantonio Liuzzi,Toro Rosso,1:29.267,,
21,20,Adrian Sutil,Spyker,1:29.339,,
22,21,Christijan Albers,Spyker,1:31.932,,
