Position,Driver,Constructor,Points,Wins
1,Giancarlo Fisichella,Renault,10,1
2,Rubens Barrichello,Ferrari,8,0
3,Fernando Alonso,Renault,6,0
4,David Coulthard,Red Bull,5,0
5,Mark Webber,Williams,4,0
6,Juan Pablo Montoya,McLaren,3,0
7,Christian Klien,Red Bull,2,0
8,Kimi Räikkönen,McLaren,1,0
9,Jarno Trulli,Toyota,0,0
10,Felipe Massa,Sauber,0,0
11,Ralf Schumacher,Toyota,0,0
12,Jacques Villeneuve,Sauber,0,0
13,Narain Karthikeyan,Jordan,0,0
14,Tiago Monteiro,Jordan,0,0
15,Patrick Friesacher,Minardi,0,0
16,Jenson Button,BAR,0,0
17,Takuma Sato,BAR,0,0
18,Michael Schumacher,Ferrari,0,0
19,Nick Heidfeld,Williams,0,0
20,Christijan Albers,Minardi,0,0
