position,number,driver,constructor,Q1,Q2,Q3
1,1,Michael Schumacher,Ferrari,1:13.306,,
2,3,Juan Pablo Montoya,Williams,1:13.668,,
3,9,Jenson Button,BAR,1:13.674,,
4,6,Kimi Räikkönen,McLaren,1:13.690,,
5,5,David Coulthard,McLaren,1:13.821,,
6,8,Fernando Alonso,Renault,1:13.874,,
7,7,Jarno Trulli,Renault,1:14.134,,
8,2,Rubens Barrichello,Ferrari,1:14.278,,
9,10,Takuma Sato,BAR,1:14.287,,
10,17,Olivier Panis,Toyota,1:14.368,,
11,4,Antônio Pizzonia,Williams,1:14.556,,
12,14,Mark Webber,Jaguar,1:14.802,,
13,15,Christian Klien,Jaguar,1:15.011,,
14,11,Giancarlo Fisichella,Sauber,1:15.395,,
15,16,Cristiano da Matta,Toyota,1:15.454,,
16,12,Felipe Massa,Sauber,1:15.616,,
17,19,Giorgio Pantano,Jordan,1:16.192,,
18,18,Nick Heidfeld,Jordan,1:16.310,,
19,20,Gianmaria Bruni,Minardi,1:18.055,,
20,21,Zsolt Baumgartner,Minardi,1:18.400,,
