Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,110,11
2,Rubens Barrichello,Ferrari,74,0
3,Jenson Button,BAR,61,0
4,Jarno Trulli,Renault,46,1
5,Fernando Alonso,Renault,39,0
6,Juan Pablo Montoya,Williams,33,0
7,David Coulthard,McLaren,19,0
8,Kimi Räikkönen,McLaren,18,0
9,Takuma Sato,BAR,15,0
10,Giancarlo Fisichella,Sauber,13,0
11,Ralf Schumacher,Williams,12,0
12,Mark Webber,Jaguar,7,0
13,Felipe Massa,Sauber,5,0
14,Olivier Panis,Toyota,5,0
15,Cristiano da Matta,Toyota,3,0
16,Nick Heidfeld,Jordan,3,0
17,Timo Glock,Jordan,2,0
18,Antônio Pizzonia,Williams,2,0
19,Zsolt Baumgartner,Minardi,1,0
20,Christian Klien,Jaguar,0,0
21,Marc Gené,Williams,0,0
22,Giorgio Pantano,Jordan,0,0
23,Gianmaria Bruni,Minardi,0,0
