position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:46.921,1:46.287,1:45.681
2,6,Nico Rosberg,Mercedes,1:47.244,1:45.825,1:45.688
3,3,Daniel Ricciardo,Red Bull,1:47.488,1:46.493,1:45.854
4,1,Sebastian Vettel,Red Bull,1:47.476,1:46.586,1:45.902
5,14,Fernando Alonso,Ferrari,1:46.889,1:46.328,1:45.907
6,19,Felipe Massa,Williams,1:47.615,1:46.472,1:46.000
7,7,Kimi Räikkönen,Ferrari,1:46.685,1:46.359,1:46.170
8,77,Valtteri Bottas,Williams,1:47.196,1:46.622,1:46.187
9,20,Kevin Magnussen,McLaren,1:47.976,1:46.700,1:46.250
10,26,Daniil Kvyat,Toro Rosso,1:47.656,1:46.926,1:47.362
11,22,Jenson Button,McLaren,1:47.161,1:46.943,
12,25,Jean-Éric Vergne,Toro Rosso,1:47.407,1:46.989,
13,27,Nico Hülkenberg,Force India,1:47.370,1:47.308,
14,21,Esteban Gutiérrez,Sauber,1:47.970,1:47.333,
15,11,Sergio Pérez,Force India,1:48.143,1:47.575,
16,8,Romain Grosjean,Lotus F1,1:47.862,1:47.812,
17,99,Adrian Sutil,Sauber,1:48.324,,
18,13,Pastor Maldonado,Lotus F1,1:49.063,,
19,17,Jules Bianchi,Marussia,1:49.440,,
20,10,Kamui Kobayashi,Caterham,1:50.405,,
21,4,Max Chilton,Marussia,1:50.473,,
22,9,Marcus Ericsson,Caterham,1:52.287,,
