round,raceName,date,time,circuit,country
1,Swiss Grand Prix,1952-05-18,,Circuit Bremgarten,Switzerland
2,Indianapolis 500,1952-05-30,,Indianapolis Motor Speedway,USA
3,Belgian Grand Prix,1952-06-22,,Circuit de Spa-Francorchamps,Belgium
4,French Grand Prix,1952-07-06,,Rouen-Les-Essarts,France
5,British Grand Prix,1952-07-19,,Silverstone Circuit,UK
6,German Grand Prix,1952-08-03,,Nürburgring,Germany
7,Dutch Grand Prix,1952-08-17,,Circuit Park Zandvoort,Netherlands
8,Italian Grand Prix,1952-09-07,,Autodromo Nazionale di Monza,Italy
